brand,disc_price,discount,original_price,rating,return_policy,review,std_deliver_fee,title
No Brand,৳ 245,-51%,৳ 500,7 Ratings,7 Day Return,3 Answered Questions,৳ 66,Readymade Stylish Fashionable Hot Kurti Kamiz For Girls Long Pure Soft Linen (1 Pcs) ShadaMon Shop PR-40 - Kurti For Girls
No Brand,৳ 599,-60%,"৳ 1,500",1 Ratings,7 Day Return,2 Answered Questions,৳ 66,Unstitch Cotton Three pice for women screen Printed Shalwar Kameez orna 3 pices Stylish black color - Dress For Girls - 3 Pice Dress - Three Piece
No Brand,৳ 260,-81%,"৳ 1,400",3 Ratings,7 Day Return,2 Answered Questions,৳ 66,Halfsilk  Tangail Tat Saree for Women's (Maroon color) - Sari
No Brand,৳ 500,-67%,"৳ 1,500",1 Ratings,7 Day Return,,৳ 66,Soft Jhum Cotton Monipuri Saree Jhum Traditional Monipuri Saree for Women - Sari - Sari
,,,,,,,,
No Brand,৳ 447,-67%,"৳ 1,350",4 Ratings,7 Day Return,5 Answered Questions,৳ 66,"New exclusive designed Gown 1piece long kurti different koti, Gown long kurti For Stylish Women / Girls - Kurti For Girls - Kurti For Girls"
No Brand,"৳ 1,989",-20%,"৳ 2,500",1 Ratings,7 Day Return,,৳ 89,New Designed Fashionable Aashirwad Suna Series Georgette Wear Designer Salwar Suits Ready to Wear  Kameez Suit
No Brand,৳ 540,-46%,"৳ 1,000",1 Ratings,7 Day Return,,৳ 66,tangail half silk jamdani Saree for Women By Jamdani Gallery - Sari
No Brand,"৳ 1,690",-13%,"৳ 1,950",1 Ratings,7 Day Return,,৳ 66,"Unstitched fully latest georgette maroon coloure Georgette , Georgette dupatta computer embroidery work Free Size Exclusive Designer/latest braidal /awsome dress collection Kameez dressFor women"
No Brand,"৳ 1,695",-22%,"৳ 2,180",1 Ratings,7 Day Return,,৳ 66,"Unstitched fully latest georgette new coloure Georgette , Georgette dupatta computer embroidery work Free Size Exclusive Designer/latest braidal /awsome dress collection Kameez dressFor women"
No Brand,"৳ 2,133",-62%,"৳ 5,600",10 Ratings,7 Day Return,,৳ 66,Semi Stitched Georgette embroidery work Free Size Designer - shalwar kameez For women
No Brand,"৳ 1,299",-34%,"৳ 1,980",No Ratings,7 Day Return,,৳ 89,exclusive collection party long party gown net fabric sequence work with inner
No Brand,৳ 872,-59%,"৳ 2,150",No Ratings,7 Day Return,,৳ 66,Exclusive Designer  Hand Print Half Silk Saree / Dhupian Silk Saree Super Combination Hand print Saree For woman and Smart Girl
No Brand,৳ 260,,,22 Ratings,7 Day Return,70 Answered Questions,৳ 66,Stylish  and fashionable women tops - Kurti For Girls
No Brand,"৳ 1,950",-44%,"৳ 3,500",No Ratings,7 Day Return,,৳ 66,Georgette Embroidery Work Free Size Exclusive Designer Salwar Kameez Suits For Women
No Brand,৳ 950,,,No Ratings,7 Day Return,,৳ 89,Gujrati Cotton Lon Three Piece For Women DMM10024
No Brand,৳ 980,-34%,"৳ 1,480",No Ratings,7 Day Return,,৳ 66,Eid Collection Linen Fabrics Skin Print Three Piece For Women.
,,,,,,,,
No Brand,"৳ 1,780",-64%,"৳ 5,000",13 Ratings,7 Day Return,1 Answered Questions,৳ 66,Three Piece- Weightless Georgette Heavy Soft Semi Stitched Best Quality Embroidery Work Dress Salwar Kameez For Girl And Women.
No Brand,৳ 290,-27%,৳ 399,2 Ratings,7 Day Return,1 Answered Questions,৳ 66,Golden par Halfsilk Saree for Women - Sari - Saree - শাড়ি
No Brand,৳ 447,-67%,"৳ 1,350",9 Ratings,7 Day Return,11 Answered Questions,৳ 66,"New exclusive designed Gown 1piece long kurti different koti, Gown long kurti For Stylish Women / Girls - Kurti For Girls - Kurti For Girls"
No Brand,"৳ 1,690",-40%,"৳ 2,800",1 Ratings,7 Day Return,,৳ 66,Unstitched fully latest Georgette computer embroidery work Free Size Exclusive Designer party dress  grawun dressFor women
No Brand,৳ 749,-65%,"৳ 2,150",2 Ratings,7 Day Return,,৳ 66,Exclusive Designer Screen Print Resom Silk Saree / Dhupian cotton For Stylesh & fashionable best dress for women .
No Brand,৳ 950,,,No Ratings,7 Day Return,,৳ 89,Gujrati Cotton Lon Three Piece For Women DMM10025
No Brand,৳ 280,-44%,৳ 499,1 Ratings,7 Day Return,,৳ 66,Yellow colour Half silk saree for women - Sari - Saree - শাড়ি
No Brand,৳ 562,-60%,"৳ 1,400",No Ratings,7 Day Return,,Free,New Joypuri Ari Unstitched Fashionable Stylish Gorgeous Three Piece Set For Women Clothing Salwar Kamiz { 3 Piece }
No Brand,৳ 640,-29%,৳ 900,1 Ratings,7 Day Return,,৳ 66,Super quality Cotton ambos skin printed unstitched three piece for women. - Dress For Girls - 3 Pice Dress - Three Piece
No Brand,৳ 270,-23%,৳ 349,9 Ratings,7 Day Return,12 Answered Questions,৳ 75,Tater Half Silk Sharee - Kom Dame Valo Maner Tat Shari - Budget Friendly Shares - Tat Share -  1 color er Sharees - Biyar Gaye Holuder Saree - Paka Rong - 12 Hand Saree - Sari - Saree
No Brand,"৳ 1,890",-62%,"৳ 5,000",1 Ratings,7 Day Return,,৳ 66,Semi-Stitched Pakistani Soft Fabrics Heavy Embroidery Design Party Wear Shalwar Kameez For Women -  Dress For Girls
No Brand,"৳ 1,750",,,1 Ratings,7 Day Return,,৳ 66,Soft Quality Casual Tat Party Saree For Women High Quality - Sari
No Brand,"৳ 2,255",-53%,"৳ 4,800",10 Ratings,7 Day Return,1 Answered Questions,৳ 66,Semi Stitched Georgette embroidery work Free Size Designer - shalwar kameez For women
No Brand,৳ 599,-54%,"৳ 1,290",1 Ratings,7 Day Return,,৳ 66,Blue china linen redimet one pieces kurti for women
No Brand,"৳ 1,050",-50%,"৳ 2,099",No Ratings,7 Day Return,,৳ 66,Exclusive  Pori ground Readymade Three piece
No Brand,৳ 580,-63%,"৳ 1,550",1 Ratings,7 Day Return,,৳ 66,tangail half silk jamdani Saree for Women By Jamdani Gallery
No Brand,৳ 474,-53%,"৳ 1,000",1 Ratings,7 Day Return,,৳ 66,New exclusive designed Cotton Screen Print Kurti Afsan Print Work 1piece long kurti For Stylish Women / Girls
No Brand,৳ 336,-68%,"৳ 1,050",1 Ratings,7 Day Return,3 Answered Questions,৳ 66,Women's Japan Silk Saree without Digital Print Blouse (Beguni) - Sari - Sari
No Brand,৳ 420,-38%,৳ 680,No Ratings,7 Day Return,4 Answered Questions,Free,New exclusive designed  1piece Kurti
No Brand,"৳ 1,150",-42%,"৳ 2,000",No Ratings,7 Day Return,,৳ 66,Georgette Embroidery Semi Stitched Function Wear / Perty Dress for Women
No Brand,৳ 800,-20%,৳ 999,No Ratings,7 Day Return,2 Answered Questions,৳ 66,Boutique 3 pis for women and girls
No Brand,৳ 275,-39%,৳ 450,7 Ratings,7 Day Return,3 Answered Questions,৳ 66,Readymade New Design Stylish Fashionable Lilen Kurti For Girls 1Pcs - Kurti For Girls - Kurti For Girls
No Brand,"৳ 1,340",-25%,"৳ 1,780",No Ratings,7 Day Return,,৳ 66,Ahil Fashion Boutique Sequence Work Three Piece For Girls/Women.
No Brand,৳ 250,-62%,৳ 650,4 Ratings,7 Day Return,5 Answered Questions,৳ 66,Readymade Stylish Fashionable Koti Hot Kurti For Girls Long Pure Soft Linen (1 Pcs) ShadaMon Shop KT-10 - Kurti For Girls
No Brand,৳ 390,-20%,৳ 490,2 Ratings,7 Day Return,5 Answered Questions,৳ 66,Japani Silk Saree for Women-Orange - Sari - Sari
No Brand,৳ 399,-43%,৳ 699,3 Ratings,7 Day Return,7 Answered Questions,৳ 66,Pest  Color 12 Hand Silk Saree  for Women - Sari - Saree - শাড়ি
No Brand,৳ 855,-45%,"৳ 1,560",No Ratings,7 Day Return,,৳ 66,Eid Collection Alpona Grown Two Piece For Girls/women.
No Brand,৳ 990,-34%,"৳ 1,500",No Ratings,7 Day Return,,Free,Traditionally Multicolor Matching  Saree and Panjabi Couple Set
No Brand,"৳ 1,200",,,66 Ratings,7 Day Return,49 Answered Questions,৳ 66,Eye Catching Design And Gorgeous New Collection Multicolor Dhupiyan Silk Tangail Tant Saree For Women
No Brand,"৳ 1,500",,,No Ratings,7 Day Return,3 Answered Questions,Free,Exclusive styles saree for girl
No Brand,৳ 449,-55%,৳ 999,5 Ratings,7 Day Return,,৳ 66,Unstitched Georgette Embroidery Work Salwar Kameez for Women { 3 Piece} - Dress For Girls - 3 Pice Dress - Three Piece
No Brand,৳ 490,-51%,৳ 999,1 Ratings,7 Day Return,,৳ 66,New exclusive designed  high quality Chunri Screen Print Gown 1piece long kurti For Stylish Women / Girls - Kurti For Girls
No Brand,"৳ 1,745",-30%,"৳ 2,500",6 Ratings,7 Day Return,3 Answered Questions,৳ 89,New Indian Weightless Georgette Saree  High Quality Embroidery Work On Blouse
No Brand,৳ 379,-76%,"৳ 1,550",2 Ratings,7 Day Return,2 Answered Questions,৳ 66,Japani Soft Silk Elegant Saree For Women - Red - Sari
No Brand,৳ 320,-68%,"৳ 1,000",No Ratings,7 Day Return,,৳ 66,Fashionable Flat Color Half Silk Moslin Than Saree for Women
No Brand,৳ 395,-60%,"৳ 1,000",No Ratings,7 Day Return,,৳ 66,Fashionable Half silk Plus Par Tangail Tant  Saree for Women
No Brand,৳ 620,-35%,৳ 950,75 Ratings,7 Day Return,99 Answered Questions,৳ 66,Traditional Handloom Half Silk Tangail Jamdani Saree For Women - টাঙ্গাইলের হাফ সিল্ক নাকফুল জামদানি শাড়ি
No Brand,৳ 750,-46%,"৳ 1,400",13 Ratings,7 Day Return,,৳ 66,"Update Desing High Quality lilen Fabric, Exclusive, Fashionable, Stylish and Comfortable, Gown 3 pcs for Women - Kurti For Girls"
No Brand,৳ 399,-56%,৳ 900,No Ratings,7 Day Return,,৳ 66,Exclusive Half Silk Chumki Sarees for Women Tangail Saree
No Brand,৳ 799,-59%,"৳ 1,950",1 Ratings,7 Day Return,,৳ 66,Exclusive Designer Screen Print Resom Silk Saree / Dhupian cotton For Stylesh & fashionable best dress for women .
No Brand,৳ 450,-31%,৳ 650,1 Ratings,7 Day Return,,৳ 66,Silk Salwar Kameez For Women Three Piece Japanese Silk Afsan Screen Print New Design 3 Piece -  Dress For Girls - 3 Pice Dress - 3 Pice Dress
No Brand,৳ 650,-35%,"৳ 1,000",1 Ratings,7 Day Return,,৳ 75,Jamdani Half Silk Saree for Women - Sari
,,,,,,,,
No Brand,৳ 299,-54%,৳ 650,2 Ratings,7 Day Return,2 Answered Questions,৳ 66,Moslin Than Sarees for Women By  Tangail Saree Online Shopping - Sari - Saree - শাড়ি
No Brand,৳ 539,-57%,"৳ 1,250",No Ratings,7 Day Return,,Free,Traditionally Multicolor Half Silk Screen Print Saree For Women
No Brand,৳ 245,-74%,৳ 950,3 Ratings,7 Day Return,4 Answered Questions,৳ 66,Readymade Stylish Koti Hot Kurti For Girls Long Linen (1 Pcs) ShadaMon Shop KT - Kurti For Girls
No Brand,৳ 780,-58%,"৳ 1,850",No Ratings,7 Day Return,,৳ 66,Black Queen China Linen  Readymade Grown Three Piece Collection for Women and Girls
No Brand,৳ 792,-60%,"৳ 1,999",5 Ratings,7 Day Return,3 Answered Questions,৳ 66,Exclusive Designer Block Print Half Silk Saree & Dhupian Silk Stylesh & fashionable best dress for women - Sari - Sari - Sari
No Brand,৳ 589,-55%,"৳ 1,299",2 Ratings,7 Day Return,4 Answered Questions,৳ 75,JAMDANI SAREE MULTI COLOUR COLOUR 12 HAND LENGTH FOR LADIES AND GIRLS AND WOMENS JAMDANE - Sari - Sari
No Brand,৳ 450,-70%,"৳ 1,499",2 Ratings,7 Day Return,11 Answered Questions,৳ 66,High Quality China Lily Cotton Fabric With Digital Printed Readymade Kurtis for Women.
No Brand,"৳ 1,500",,,17 Ratings,7 Day Return,39 Answered Questions,৳ 66,"Latest Designed, High Quality Cotton Fabric, Exclusive, Fashionable, Stylish and Comfortable, Gown  for Women - Lehenga For Girls"
No Brand,৳ 780,,,1 Ratings,7 Day Return,,৳ 66,Exclusive Designed Fashionable High Quality  Long kaptan cotton clothes For Women / grls - Kurti For Girls - Kurti For Girls
No Brand,৳ 330,-40%,৳ 550,1 Ratings,7 Day Return,1 Answered Questions,৳ 89,Georgette -Embroidery 1 pic for women (sudhu kamiz) - Kurti For Girls - Kurti For Girls
No Brand,৳ 190,-58%,৳ 450,1 Ratings,7 Day Return,,৳ 75,Saree Petticoat Ladies / Women - Inskirt - Free Size - Sari - Saree - শাড়ি
No Brand,৳ 750,-46%,"৳ 1,400",11 Ratings,7 Day Return,,৳ 66,New Desing Stylish Unstitched  Tissue Embroidery Work Shalwar Kamiz Four Piece (4 Piece)
No Brand,৳ 750,-42%,"৳ 1,300",4 Ratings,7 Day Return,,Free,মহিলাদের জন্য ট্র্যাডিশনাল আনস্টিচড ওয়েটলেস জামদানি শাড়ি - Sari - Saree - শাড়ি - Sari
No Brand,৳ 970,-46%,"৳ 1,800",No Ratings,7 Day Return,,Free,3Piece Unstitched Salwar Kamiz By Style Store
No Brand,৳ 560,,,6 Ratings,7 Day Return,1 Answered Questions,৳ 89,Joypuri Cotton(ari kaj kora) Three Pieces Dress For Women - Dress For Girls - 3 Pice Dress - Three Piece
No Brand,৳ 570,-48%,"৳ 1,100",10 Ratings,7 Day Return,3 Answered Questions,৳ 66,Dimond Georgette Fashionable stitched long kurti for women and girls. kurti for girls. kurti. kurti for women. kurti dress. kurta
No Brand,"৳ 1,890",-62%,"৳ 5,000",1 Ratings,7 Day Return,1 Answered Questions,৳ 66,Semi-stitched Pakistani Soft Fabrics Heavy Embroidery Design Party Wear Shalwar Kameez For Women
No Brand,৳ 399,-49%,৳ 789,No Ratings,7 Day Return,,Free,Women's Pure Cotton Print & Embroidered Casual Four Pieces
No Brand,৳ 260,-58%,৳ 620,1 Ratings,7 Day Return,,৳ 66,"Half silk saree 1 colour saree Fluorescent Green color Saree Same as picture Saari for woman Sari collection Saree for woman Tangail saree Shari for woman Saari for girl Saari for woman,Tangail Tat Shilpo (TAN) - Sari"
No Brand,৳ 950,-37%,"৳ 1,500",23 Ratings,7 Day Return,69 Answered Questions,৳ 66,Single Piece Stitched Linen Kurti For Women Tow Part
No Brand,৳ 950,-24%,"৳ 1,250",No Ratings,7 Day Return,,৳ 66,Tangail saree
No Brand,৳ 650,-46%,"৳ 1,200",1 Ratings,7 Day Return,,৳ 66,Latest skin print indian ari & dollar work unstitched three piece for women. pest color. - Dress For Girls - 3 Pice Dress - Three Piece
No Brand,৳ 525,-54%,"৳ 1,150",1 Ratings,7 Day Return,,৳ 66,New Gorgeous Unstitched Cotton Screen Printed Salwar Kameez for Women (3 Piece) - Dress For Girls - 3 Pice Dress - Three Piece
Leela,"৳ 1,550",-61%,"৳ 3,950",10 Ratings,7 Day Return,6 Answered Questions,৳ 66,Glamour & Glorious Marvelous Gorgeous New Design High Quality Printed Silk Saree With Gorgeous Blouse Piece for Woman - 54
No Brand,৳ 988,-36%,"৳ 1,550",No Ratings,7 Day Return,,Free,Occasional Dress/Couple Set/Matching Dress/Traditionally Dress/Sari And Panjabi- Block Print Saree & Panjabi - Sari - Saree - শাড়ি
No Brand,৳ 670,-46%,"৳ 1,250",1 Ratings,7 Day Return,,৳ 66,Occasional Saree/Traditional Saree/Half Silk Screen print Saree For Women
No Brand,"৳ 1,390",,,7 Ratings,7 Day Return,11 Answered Questions,৳ 66,Eye Catching Collection Rich Fabrics Multicolor Dhupian Silk Check Saree For Women Without Blouse Piece
No Brand,"৳ 1,250",,,18 Ratings,7 Day Return,28 Answered Questions,৳ 66,Maroon Colour Half Silk Tangail Tat Chumki Saree For Women No Blouse Piece - Sari - Saree - শাড়ি
No Brand,"৳ 1,150",-23%,"৳ 1,500",No Ratings,7 Day Return,,Free,1 Pcs UnStitched Cotton Printed Salwar Kameez For women [3 peice]
No Brand,৳ 540,-17%,৳ 650,21 Ratings,7 Day Return,6 Answered Questions,৳ 66,Indian Unstitched GeorgetteJorjet Glass Work Salwar Kameez  for Women 3 Pieces - Dress For Girls - 3 Pice Dress - Three Piece
No Brand,৳ 299,-50%,৳ 600,36 Ratings,7 Day Return,72 Answered Questions,৳ 66,Tangail Half Silk Flat Color Than Saree For Women - Sharee For Women - Sari - Saree - শাড়ি
No Brand,৳ 499,-71%,"৳ 1,700",1 Ratings,7 Day Return,4 Answered Questions,৳ 66,High Quality China Lily Cotton Fabric With Digital Printed Readymade Kurtis for Women.
No Brand,৳ 588,-44%,"৳ 1,050",2 Ratings,7 Day Return,6 Answered Questions,৳ 66,Tower Dhopian Shari Meroon Colour Saree Same As Picture Saari For Woman Sari Collection Saree For Woman Tangail Saree Shari For Woman Tangail Tat Shilpo (Tan) - Sharee For Women - Sari - Sari
No Brand,৳ 650,-24%,৳ 850,No Ratings,7 Day Return,,৳ 75,Orbit cotton Butix three pieces for woman
No Brand,৳ 260,-83%,"৳ 1,500",1 Ratings,7 Day Return,,৳ 66,Half Silk Saree
No Brand,৳ 635,-42%,"৳ 1,100",2 Ratings,7 Day Return,1 Answered Questions,৳ 75,Tangail White Colour Rondhonu Chumki Saree For Women - Sharee For Women - Sari - Sari
No Brand,"৳ 1,250",-17%,"৳ 1,500",2 Ratings,7 Day Return,1 Answered Questions,৳ 66,Sararah Readymade Two Piece Rayon Slub Cotton Shalwar Kameez For Women
No Brand,৳ 980,-11%,"৳ 1,100",No Ratings,7 Day Return,,৳ 75,georgette Saree for women with jardowsi work
No Brand,"৳ 1,070",-39%,"৳ 1,750",7 Ratings,7 Day Return,6 Answered Questions,৳ 75,Saree semi katan saree without blouse pice for women's - Sari - Sari
No Brand,৳ 629,-55%,"৳ 1,400",No Ratings,7 Day Return,3 Answered Questions,৳ 66,"Unstitched Exclusive, Fashionable, Stylish and Comfortable, High Quality Three Piece for Women, Three Piece [3 Piece], new dress collection for women, Afsan Print Cotton Three Piece For Women"
No Brand,৳ 165,-63%,৳ 450,34 Ratings,7 Day Return,100 Answered Questions,৳ 66,Multi-Color Linen Kurti for Women - Kurti For Girls
No Brand,৳ 572,-61%,"৳ 1,450",No Ratings,7 Day Return,,৳ 75,Red Color Traditional Jamdani Saree For Women
No Brand,"৳ 1,150",-36%,"৳ 1,800",No Ratings,7 Day Return,,৳ 89,Stylish & Fashionable Women and girls Readymade Georgette Shalwer Kameez [3pice]
No Brand,৳ 199,-50%,৳ 399,1 Ratings,7 Day Return,1 Answered Questions,৳ 66,Regular Wear Mixed Cotton Unstitched Screen Printed Kameez One Piece - Kurti For Girls
No Brand,"৳ 1,450",-24%,"৳ 1,900",15 Ratings,7 Day Return,14 Answered Questions,Free,White Red Color Premium Set Saree
No Brand,"৳ 1,500",,,7 Ratings,7 Day Return,1 Answered Questions,৳ 66,Cotton Unstiched Block Printed Salwar Kameez For Women
No Brand,৳ 541,-46%,"৳ 1,000",5 Ratings,7 Day Return,6 Answered Questions,৳ 66,Block Print Cotton Three Piece For Women MA-148
No Brand,৳ 799,-6%,৳ 850,1 Ratings,7 Day Return,2 Answered Questions,,Cotton Fashionable stitched ( 3 pcs )  designed long salwar kamez orna For Stylish Women / Girls
No Brand,৳ 550,-69%,"৳ 1,800",2 Ratings,7 Day Return,1 Answered Questions,৳ 66,Monipuri temple jhum Saree for Women-Black color
No Brand,৳ 452,-69%,"৳ 1,450",1 Ratings,7 Day Return,,৳ 66,New exclusive designed Chunri Screen Print Gown 2piece long kurti With Pant For Stylish Women / Girls
,,,,,,,,
No Brand,৳ 550,-54%,"৳ 1,200",1 Ratings,7 Day Return,,৳ 66,Nokshi Chumki Tangail Tant Saree for Women - Sari - Sari
No Brand,৳ 890,-25%,"৳ 1,190",No Ratings,7 Day Return,,৳ 89,exclusive collection muslin cotton with jori work premium quality digital print 3 piece// readymade 3 piece for women
No Brand,৳ 900,-44%,"৳ 1,600",1 Ratings,7 Day Return,,৳ 89,Half Silk Hand Print Sharee - Lehenga For Girls
No Brand,৳ 872,-59%,"৳ 2,150",No Ratings,7 Day Return,,৳ 66,Hand Print Resom Silk Saree / Dhupian cotton For Stylesh & fashionable best dress for women .
No Brand,৳ 550,-50%,"৳ 1,100",15 Ratings,7 Day Return,6 Answered Questions,৳ 66,Sexy Sleepwear Women's Nightgowns Lace Sexy Lingerie Babydoll Night Dress Women Erotic Underwear Party Nightie - Lehenga For Girls - Lehenga For Girls
No Brand,৳ 567,-43%,৳ 990,No Ratings,7 Day Return,3 Answered Questions,৳ 66,Pure cotton gown screen print for women ladies girls
Leela,"৳ 1,550",-59%,"৳ 3,750",3 Ratings,7 Day Return,9 Answered Questions,৳ 66,Glamour & Glorious Marvelous Gorgeous New Design High Quality Printed Silk Saree With Gorgeous Blouse Piece for Woman-19
No Brand,৳ 699,-18%,৳ 850,1 Ratings,7 Day Return,,৳ 89,Readymade Chundi One Piece Kameez For Women - Dress For Girls - 3 Pice Dress - Three Piece
No Brand,৳ 411,-79%,"৳ 2,000",6 Ratings,7 Day Return,13 Answered Questions,৳ 66,Exclusive jhum saree for women - Sari - Saree - শাড়ি
No Brand,৳ 450,-62%,"৳ 1,200",4 Ratings,7 Day Return,9 Answered Questions,৳ 66,Huffsilk Nocsi Per Czech Saree for Women - Sari - Saree - শাড়ি
No Brand,"৳ 1,060",-41%,"৳ 1,790",No Ratings,7 Day Return,,৳ 66,Cotton Fabrics Rongdhnu Ari Three Piece For Girls/Women.
No Brand,"৳ 1,450",-48%,"৳ 2,800",1 Ratings,7 Day Return,1 Answered Questions,৳ 66,Unstitched black latest Georgette embroidery work Free Size Exclusive Designer Kameez dressFor women
No Brand,৳ 760,-58%,"৳ 1,799",5 Ratings,7 Day Return,1 Answered Questions,৳ 75,treditonal katan saree for women's without blouse pice in multi-colour - Sari
No Brand,৳ 950,-39%,"৳ 1,550",No Ratings,7 Day Return,,৳ 66,Occasional Matching Dhupian Saree and Panjabi Couple Set
No Brand,৳ 450,-70%,"৳ 1,500",No Ratings,7 Day Return,,Free,Fashionable Tangail Tat Half Silk Meena Jamdani Saree for Women
No Brand,৳ 499,-23%,৳ 650,2 Ratings,7 Day Return,1 Answered Questions,৳ 75,Batik 3 piece - Batik 3 piece for Women - Special Occasion 3 Pc  - Office three Pc - Party 3 Piece - Summer Three Piece - For this EID - Paka Rong - Dress For Girls - 3 Pice Dress - Three Piece
